random,somefield,date,noquery,id,tweet_text
0,1557725339,Sun Apr 19 05:42:22 PDT 2009,NO_QUERY,Tristlumen,@smock1999 Good morning. Sorry I never wrote you back. Facebook has been blocked at my work.  But I can still get on here. hehe
0,1557913459,Sun Apr 19 06:32:54 PDT 2009,NO_QUERY,gookiexo,is trying to work the Wireless on the laptop so I can enable cookies. It's annoying me. I can't get onto Facebook or THIS! 
0,1558420458,Sun Apr 19 08:19:15 PDT 2009,NO_QUERY,kparker87,"@dsmpublishing I would happily join you on Facebook, but that and MySpace are ultimately forbidden in my household. "
0,1558586400,Sun Apr 19 08:49:26 PDT 2009,NO_QUERY,coleyinct,"@BrownFamilyCats You'll be missed!  I've been delaying joining Facebook, but I think the kale recipe has tipped the scales in favor of ;b"
0,1559152651,Sun Apr 19 10:23:55 PDT 2009,NO_QUERY,maynaseric,"#Tweetdeck 2.5 , I can't click on LOG IN to Facebook  anyone knows how to fix this?"
0,1559317107,Sun Apr 19 10:49:28 PDT 2009,NO_QUERY,daddytoms,http://tinyurl.com/dnzadw Facebook fanclub for #ASOT400 !!!!!!!    Only about 10 mins left 
0,1563658873,Sun Apr 19 23:42:29 PDT 2009,NO_QUERY,edinselimovic,Terrible dreams last night! Dreamed that I was on the funeral of my friend and when I woke up mail from Facebook came of his BDay today! 
0,1563848532,Mon Apr 20 00:32:39 PDT 2009,NO_QUERY,BookishBeemer,Facebook Twitter app won't recognize my username/password. 
0,1564198430,Mon Apr 20 02:16:44 PDT 2009,NO_QUERY,Little_Loz,Think i'll get off that mafia wars on Facebook its nothing but trouble!!!!! Well that and i hav no money!!!!! 
0,1564215193,Mon Apr 20 02:22:05 PDT 2009,NO_QUERY,codsta,@JBCP Facebook is blocked 
0,1564564956,Mon Apr 20 04:03:57 PDT 2009,NO_QUERY,TakaComics,Pissed that the &quot;Top 5 Movies&quot; thing on Facebook doesn't have &quot;Spring And Chaos&quot;. Grrr...Awesome anime movie that nobody knows about! 
0,1565687949,Mon Apr 20 07:20:06 PDT 2009,NO_QUERY,sisyphos,The Facebook Gadget of TweetDeck is quite cool. But it does not update replies 
0,1565989886,Mon Apr 20 07:59:22 PDT 2009,NO_QUERY,iconmaster,@janettecrawford But but... my *job* is on Facebook! 
0,1565994949,Mon Apr 20 08:00:03 PDT 2009,NO_QUERY,cynthiasings,"Still not liking Twitter... not nearly like I do Facebook. And, I still can't figure out how to get the icon for it on my BlackBerry "
0,1572905591,Mon Apr 20 22:58:55 PDT 2009,NO_QUERY,someguy5955,"   My phone can update Twitter and Facebook, yet it can't go on Youtube."
0,1676150714,Fri May 01 21:13:56 PDT 2009,NO_QUERY,heartsthatbleed,Uhhhh......I have no idea what I'm doing. I miss Facebook already. 
0,1676527306,Fri May 01 22:18:56 PDT 2009,NO_QUERY,bruleeblog,Am having problems keeping up with all the tweets and have started unfollowing a few people to cut down.  Same issue I have with Facebook!
0,1677302866,Sat May 02 01:23:36 PDT 2009,NO_QUERY,SYNTAX_Inc,Still prefers Facebook... even tho it's becoming more of a Gaming site.  
0,1677921475,Sat May 02 04:41:08 PDT 2009,NO_QUERY,AwesomeChicken7,"Finally my Internet is back on, my friend has my phone so no Twitter or Facebook! I was going crazy! "
0,1678750675,Sat May 02 07:37:20 PDT 2009,NO_QUERY,emmaluvsdemi,"@ddlovato  Hey Demi! How are you ? It's Emma. I see,your Facebook got deleted "
0,1678840608,Sat May 02 07:51:53 PDT 2009,NO_QUERY,rbailey952,"@escambia  Aww, but I liked your Facebook"
0,1679730749,Sat May 02 10:02:50 PDT 2009,NO_QUERY,peterb518,"@sywtt Already tried making a &quot;Becoming a Fan&quot; page (friends become a fan of becoming a fan), Facebook wouldn't let me "
0,1684945397,Sat May 02 22:32:22 PDT 2009,NO_QUERY,brittpinkie,"@newmer First of all- you should still get a Facebook, Princess Hookah (new nickname, like it?).  I'm bummed I missed your drunkeness! "
0,1685529989,Sun May 03 00:48:35 PDT 2009,NO_QUERY,Jebatron,@kimberley_ lol Alex actually went on Facebook and wrote a status thing and said i was fat  lol what an asshole xD
0,1687068886,Sun May 03 07:40:18 PDT 2009,NO_QUERY,LilMsKia,"What up my tweets, another day in the ATL!!! Going to see if I can go the whole day and not be on Facebook "
0,1687425429,Sun May 03 08:39:54 PDT 2009,NO_QUERY,InnitThough,"@hannahfaulkes I know, my loss  Haven't got MySpace or Facebook - that's me trying to stay away from Internet LOL..."
0,1693236264,Sun May 03 21:56:48 PDT 2009,NO_QUERY,88422,"Cool, Twitter on Facebook! I'm tired! "
0,1693653575,Sun May 03 23:16:58 PDT 2009,NO_QUERY,qiqi_chan,"Headache too. Plus the renovation noises upstairs is killing me  Anyway, Bali pictures are all uploaded to Facebook. Total of 355 pics "
0,1693653671,Sun May 03 23:16:59 PDT 2009,NO_QUERY,jasonbirch,"Seesmic's facebook integration is cool, but it defaults to Facebook instead of Twitter. Two accidental statuses when I wanted to tweet "
0,1694541538,Mon May 04 03:05:25 PDT 2009,NO_QUERY,Nuria_GC,wishes finding friends in Twitter would be as easy as in Facebook 
0,1694548582,Mon May 04 03:07:19 PDT 2009,NO_QUERY,raedsam,@eunice007 The Raft Race went great I posted some pics on my Facebook check em out. I have a terrible case of Sinus today 
0,1695916100,Mon May 04 07:13:38 PDT 2009,NO_QUERY,mmmeghan,"@bobshrunkle When I clicked on that link, I expected to see a picture of myself or my Facebook...something. "
0,1751242793,Sat May 09 18:59:52 PDT 2009,NO_QUERY,TaVona,Frustrated because the app to link Twitter and Facebook is not working 
0,1751943152,Sat May 09 20:39:38 PDT 2009,NO_QUERY,baramericas,Twitter for Facebook not working....... 
0,1752148883,Sat May 09 21:09:57 PDT 2009,NO_QUERY,SolaScrpturaMan,@swfanworks I love Twhril. The only setback is that it doesn't have Facebook connection 
0,1752794749,Sat May 09 23:00:54 PDT 2009,NO_QUERY,missglamourpuss,I have to say I much preferred the old iPhoto Facebook export tool. The new one sucks hairy donkey balls 
0,1753181573,Sun May 10 00:28:05 PDT 2009,NO_QUERY,_rmb_,Facebook! \/ Ah! David A. on GMA! WHOO! I`m gonna watch it! :bd So i have to wake up early. :q  :|
0,1753599250,Sun May 10 02:27:07 PDT 2009,NO_QUERY,makikaysantos,Facebook won`t make me upload!  New album! http://bit.ly/p7Llj
0,1754009035,Sun May 10 04:33:28 PDT 2009,NO_QUERY,alanpmcc,Twitter App on Facebook has stopped picking up my updates.  #fb
0,1754069432,Sun May 10 04:50:22 PDT 2009,NO_QUERY,ItsLeeMcGuire,Think I broke Twitter on my Tumblr and Facebook pages. 
0,1754112771,Sun May 10 05:01:43 PDT 2009,NO_QUERY,vjczar,Download.Facebook.Watch Movie.Eat.Sleep..same ol' routine. 
0,1754986861,Sun May 10 07:57:15 PDT 2009,NO_QUERY,joannasas,My bestfriend's getting addicted to Facebook's Pet Society! She said iv no time 4 her coz of Twitter. Now i know how she feels 
0,1755305791,Sun May 10 08:47:55 PDT 2009,NO_QUERY,ReneXLoveXYou,"Facebook, Twitter, FMyLife, Cristian and Taylor Swift are all robbing my focus from my stupid outline "
0,1760336719,Sun May 10 21:15:46 PDT 2009,NO_QUERY,Kieranho,OH MY GOD. Facebook wiped away my 1000+ word message I was typing!! 
0,1792536526,Wed May 13 23:26:07 PDT 2009,NO_QUERY,harinathpv,"Facebook is not available on mobile. But for India, the only carrier is Tata Indicom... "
0,1792538686,Wed May 13 23:26:32 PDT 2009,NO_QUERY,harinathpv,"Facebook is now available on mobile. But for India, the only carrier is Tata Indicom... "
0,1792822129,Thu May 14 00:21:47 PDT 2009,NO_QUERY,sendchocolate,@ALOliver that happened to me on Facebook tonight.    I hate spoilers.  #fixreplies
0,1792996962,Thu May 14 00:59:20 PDT 2009,NO_QUERY,mattmarenic,Trying to find some program or site that would run Facebook chat over proxy... They have ban FB here at work... 
0,1793200630,Thu May 14 01:45:57 PDT 2009,NO_QUERY,MusicianGirl,"@Djalfy Icky icky poo!  Stupid #twitterfail. They're pissing people off like Facebook did recently, and will lose users over this. Watch!"
0,1793374119,Thu May 14 02:26:51 PDT 2009,NO_QUERY,alps05,says Blocked ang Facebook dito.  http://plurk.com/p/tq4xi
0,1793448770,Thu May 14 02:44:13 PDT 2009,NO_QUERY,koltregaskes,Diggs are not going to Facebook atm. 
0,1793545547,Thu May 14 03:06:14 PDT 2009,NO_QUERY,kolfriendfeed,Diggs are not going to Facebook atm.  http://bit.ly/N52Ti
0,1793770429,Thu May 14 03:56:01 PDT 2009,NO_QUERY,lukaswinn,So much for Notifications in Facebook...just clicked on the icon and had like 30 notifications.  Didn't even know about then...FB Fail 
0,1793846029,Thu May 14 04:10:55 PDT 2009,NO_QUERY,SCollinsPhotos,"I am battling to find my way round Facebook, even though I am (almost) the geekiest person I know "
0,1794255340,Thu May 14 05:22:14 PDT 2009,NO_QUERY,Monika29,Looks like twitter learned nothing from Facebook over the past few years 
0,1794529559,Thu May 14 06:01:07 PDT 2009,NO_QUERY,harpal1982,"1046: Type was not found or was not a compile-time constant: FacebookEvent - please help me  , I am stuck with this error."
0,1795266152,Thu May 14 07:27:54 PDT 2009,NO_QUERY,adriennesmiles,"Ehh, and by Facebook I meant Twitter! "
0,1795858499,Thu May 14 08:29:20 PDT 2009,NO_QUERY,garywarren,@MadameAllen Ohh yeah I've seen all of your pics on Facebook! looks like you had well loads of fun! Jealous  x
0,1796851381,Thu May 14 10:08:31 PDT 2009,NO_QUERY,Horse_Head,"@BridgetsBeaches Hey! What's Bridget's @twitter account name? She mentioned it on Facebook, but that user name doesn't exist. "
0,1824170000,Sun May 17 00:18:06 PDT 2009,NO_QUERY,WhitneySheaFoto,Attempting to find Cameron on the Myspace/Facebook circuits and failing miserably. 
0,1824875000,Sun May 17 03:19:32 PDT 2009,NO_QUERY,Libi101183,is playing Farm Town on Facebook - addictive 
0,1824953071,Sun May 17 03:40:49 PDT 2009,NO_QUERY,ksx4system,"@komcia Grono was good because of its discussion boards. Facebook sucks, because there's no profile customization capabilities "
0,1826999924,Sun May 17 09:46:34 PDT 2009,NO_QUERY,Huny14,I haven't checked Facebook in 36 hours 
0,1827098278,Sun May 17 09:59:32 PDT 2009,NO_QUERY,Vigram,A Friend Asked To Me To Leave A Comment On The Poems He Has Written In Facebook But I Can't Figure Out What To Say  Not In A Mood To Think
0,1827551480,Sun May 17 10:57:12 PDT 2009,NO_QUERY,ashantiomkar,@_M_I_A_ Bloody depressing stuff! You should see the hatred I got for putting up your latest video interview from MTV on my Facebook! 
0,1827974988,Sun May 17 11:50:05 PDT 2009,NO_QUERY,kparks66,Facebook is maintaining my account. Can't log on 
0,1832813563,Sun May 17 21:33:43 PDT 2009,NO_QUERY,tlow03,"Today I went looking for people from Facebook to talk to about CIA project, but I ended up in a big empty building I guess they moved "
0,1833751040,Mon May 18 00:19:52 PDT 2009,NO_QUERY,AppleCryptMods,Facebook doesn't seem to fully work on my ShoZu/Nokia5800. Says downloading constantly 
0,1834954999,Mon May 18 04:43:19 PDT 2009,NO_QUERY,minimelo649,NOOOOOOOO!!!!!! i was just on Facebook! and some posted the winner of Survivor last night and I havent watched it yet! sadness! 
0,1835153421,Mon May 18 05:16:58 PDT 2009,NO_QUERY,MobileNatives,As soon as you have your first Facebook friend... well I don't know  �it might be harder to find your real friends again.
0,1835847164,Mon May 18 06:52:26 PDT 2009,NO_QUERY,DJMcCollum,Facebook still not working! 
0,1835955025,Mon May 18 07:05:16 PDT 2009,NO_QUERY,LindsayPIE,Facebook Is Being A Fuckpig  Bad Tiimeessss (N)
0,1836124186,Mon May 18 07:25:04 PDT 2009,NO_QUERY,liamgh,@R3beccaF The Facebook apps are missing from the OU techie history 
0,1880768193,Fri May 22 02:26:03 PDT 2009,NO_QUERY,sjdvda,@SaifSiddiqui She's disappeared from twitter.  At least she's still on AIM and Facebook.
0,1881222548,Fri May 22 04:00:22 PDT 2009,NO_QUERY,BiellAngel,This is wrong..    Parents should not be allowed on Facebook...
0,1881582970,Fri May 22 05:02:56 PDT 2009,NO_QUERY,StacyNelson,Have picked up a couple of viruses from Facebook- messages that say 'hi' are not friendly  go Norton go!
0,1882953119,Fri May 22 07:45:57 PDT 2009,NO_QUERY,JacMac30,Been trying to broadcast from Twitter to Facebook using Flock but it's not working.. 
0,1932380275,Tue May 26 21:21:08 PDT 2009,NO_QUERY,MaGenocide,26 updates(Facebook). I'm very disappointed guys! 
0,1932430942,Tue May 26 21:27:14 PDT 2009,NO_QUERY,RobertNoetzel,@elizabethmis Of course!!! LOL! Haven't talked to you on Facebook in a while though  
0,1932704963,Tue May 26 22:02:02 PDT 2009,NO_QUERY,MrPeteyWheat,Is Twitter giving out gold and platinum plaques? Twee.E.T or M.Tweet.V Awards perhaps? My Facebook fam has me on a milk carton. 
0,1932912032,Tue May 26 22:31:03 PDT 2009,NO_QUERY,jjmbcom,"...is wondering when I last tweeted?  It has been a while, I have to confess - I have been Facebooking.  Sorry Twitter.  "
0,1933045655,Tue May 26 22:51:23 PDT 2009,NO_QUERY,brex3,My internet connection is experiencing problems and I AM HAVING WITHDRAWS.....Can't get on Facebook.....   
0,1933168477,Tue May 26 23:10:28 PDT 2009,NO_QUERY,__chloe,Hahahaha. A Facebook quiz said that I would grow to be 6' 11&quot;. I'm not even 5' 3&quot;. 
0,1956490789,Thu May 28 21:59:46 PDT 2009,NO_QUERY,Listersmate,@Janetdawson2009 I can't find you on Facebook. 
0,1956572302,Thu May 28 22:10:26 PDT 2009,NO_QUERY,ashleeadams,I really need to stop checking my Facebook every 3 seconds hoping there's a message from Kyle 
0,1957028775,Thu May 28 23:19:12 PDT 2009,NO_QUERY,MllexCamelia,I have forgot the live with the Jonas Brothers on Facebook 
0,1957133079,Thu May 28 23:36:36 PDT 2009,NO_QUERY,sukasukaariska,"Damn, hi Facebook ? what's wrong with you ? can't add photos "
0,1957567222,Fri May 29 00:54:28 PDT 2009,NO_QUERY,viviene24,I didn't catch the Jonas Brothers Facebook Webcast...  It already ended when I logged in to my Facebook account... 
0,1960668746,Fri May 29 08:19:26 PDT 2009,NO_QUERY,MidgyWidgy,Facebook.com isint letting me change my profile picture 
0,1962425346,Fri May 29 11:01:38 PDT 2009,NO_QUERY,shajakkyr1,I am so sad... How come Pooch Hall from The Game has not accepted my friend request on Facebook Yet 
0,1962687510,Fri May 29 11:28:04 PDT 2009,NO_QUERY,Its_roXXX,@SocialVibe I have a FACEBOOK but I use MYSPACE and TWITTER the most. I hardly check my Facebook.. 
0,1962745145,Fri May 29 11:34:55 PDT 2009,NO_QUERY,Sabrinagoh,Facebook Farm town become slower and slower 
0,1962774460,Fri May 29 11:38:23 PDT 2009,NO_QUERY,danielgrosvenor,#Java is not working - hmph!  Can't upload photos to #Facebook. 
0,1962782838,Fri May 29 11:39:23 PDT 2009,NO_QUERY,facebook_rt,@danielgrosvenor #Java is not working - hmph!  Can't upload photos to #Facebook. 
0,1963969551,Fri May 29 13:31:31 PDT 2009,NO_QUERY,KYChipMonck,is hitting the streets. 40 hours living with Lexington's homeless. No food...no bed...no problem. No Facebook or Twitter...  Pray for us.
0,1964364729,Fri May 29 14:07:13 PDT 2009,NO_QUERY,elitehobo,Facebook decided I'm annoying or abusive because I add lots of friends. At least I have no distractions from coursework now... 
0,1964731867,Fri May 29 14:42:45 PDT 2009,NO_QUERY,zocore,Why aren't we Facebook buds @MISSCOKASPLASH? 
0,1964956818,Fri May 29 15:05:20 PDT 2009,NO_QUERY,AmyStar92,I cant change my profile picture on Facebook 
0,1965209708,Fri May 29 15:31:12 PDT 2009,NO_QUERY,bluebutterfly_,"Facebook won't load for me.  Damn it, I'm bored."
0,1965519805,Fri May 29 16:03:52 PDT 2009,NO_QUERY,MiDesfileNegro,@Saraa_xD What I TRIED to say was 'it seems like the people of Facebook don't agree'... I guess I fail  -cries-
0,1965650099,Fri May 29 16:17:43 PDT 2009,NO_QUERY,bujio,I had to unhook twitter from Facebook because all my Facebook cronies were complaining. 
0,1965820156,Fri May 29 16:36:09 PDT 2009,NO_QUERY,EricMueller,"The internet is just being a big fail for me today-- not only is Twitter its usual semi-flaky self, but Facebook and VRBO.com, too  Boo!"
0,1966779348,Fri May 29 18:23:05 PDT 2009,NO_QUERY,DreamOn321,I absolutely HATE Facebook at this given moment in time.  Why wont it work right for me!?  
0,1966867308,Fri May 29 18:32:42 PDT 2009,NO_QUERY,facebook_rt,@hhking I hate having to endure baby pics on Facebook. 
0,1967388601,Fri May 29 19:29:26 PDT 2009,NO_QUERY,Running2Fly,Cannot stop listening to those two songs from Glee - they're both so darn catchy! Facebook is being a whore 
0,1967421999,Fri May 29 19:32:59 PDT 2009,NO_QUERY,go_boldly,is also wondering what is going on with Facebook today.  Either it loads super slow or not at all.  
0,1968225077,Fri May 29 21:00:29 PDT 2009,NO_QUERY,sheezaguy,"New blog entry up, but I'm still waiting on Facebook to cooperate when it comes to pictures...  http://travelingwithbeth.blogspot.com/"
0,1968404902,Fri May 29 21:22:07 PDT 2009,NO_QUERY,ToriasBookMusic,Going to bed. I think Facebook is having some issues tonight--very slow and keeps logging me out 
0,1968457783,Fri May 29 21:28:46 PDT 2009,NO_QUERY,JESS44903,"@AnoopDoggDesai Facebook was so annoying today, wasn't it??  LOL  It's STILL slow for me.  "
0,1968585406,Fri May 29 21:45:14 PDT 2009,NO_QUERY,djjoshk,For those who who have T-Mobile...Facebook is not looking out for you.  The New SMS subscribe button on peoples profile doesn't work yet? 
0,1969057932,Fri May 29 22:55:12 PDT 2009,NO_QUERY,Kimberly_Ras,dammm I wish I could go on Facebook D: This is terrabible!!! 
0,1969093436,Fri May 29 23:00:50 PDT 2009,NO_QUERY,dezilovestaylor,"Cassadee Pope, Taylor Swift!!!!! Movies, Stress-Free, Youtube, Myspace, Facebook, Graduation..... (SAD) "
0,1969143084,Fri May 29 23:08:45 PDT 2009,NO_QUERY,ramezm,@humanzz @GhadaLancer @Haerviu @lujee @sadekhm really liked your conversation about twitter/Facebook. Wished I was there 
0,1969445961,Sat May 30 00:03:44 PDT 2009,NO_QUERY,theendtime,@flippy8490 I killed off my Facebook account so I'm no longer on there  Just here and MySpace.
0,1969449827,Sat May 30 00:04:27 PDT 2009,NO_QUERY,facebook_rt,@theendtime @flippy8490 I killed off my Facebook account so I'm no longer on there  Just here and MySpace.
0,1969637084,Sat May 30 00:41:38 PDT 2009,NO_QUERY,carlsalazar,Oh. Scratch that last tweet. It doesn't sync with your Facebook account. 
0,1969986457,Sat May 30 01:59:58 PDT 2009,NO_QUERY,TyPie,waiting for Facebook to load. Slow internet is the worst 
0,1970006824,Sat May 30 02:04:24 PDT 2009,NO_QUERY,TyPie,"correcting someone's French on Facebook! I'm just trying to help, but I feel kind of horrible "
0,1970022961,Sat May 30 02:08:16 PDT 2009,NO_QUERY,BrazilGabrielaM,I now mourn my right hand.Stupid game  Facebook owns me a right hand!!!!!!
0,1970467612,Sat May 30 03:59:28 PDT 2009,NO_QUERY,foxdance,I love that I can Tweet my thoughts without worrying about propriety. Facebook is WAY to public. I don't like hiding my true self. 
0,1970630974,Sat May 30 04:38:05 PDT 2009,NO_QUERY,SamanthaAkemi,"Aww, so sad,  a certain person from Bucknell tried to chat on Facebook with me, but I was asleep.      PK, we will talk later!  LOL"
0,1970720441,Sat May 30 04:58:31 PDT 2009,NO_QUERY,StephEdwards93,"@ddlovato Hey Demi, i wa just wondering if you have a profile page on Bebo &amp; Facebook because there are ALOT of people faking you  x Steph"
0,1970746302,Sat May 30 05:03:53 PDT 2009,NO_QUERY,Charley_Russell,Facebook wont let me upload pictures  cant u tell im doing everything to avoid my coursework xD
0,1970939999,Sat May 30 05:43:42 PDT 2009,NO_QUERY,alewashere,"Facebook, you're not helping me today  I'm trying to upload my graduation pictures, but you're not being too receptive. C'mon, please? :'("
0,1971515195,Sat May 30 07:17:14 PDT 2009,NO_QUERY,JessParaJess,"&quot;&quot;Doing some work&quot;&quot; Facebook, myspace here I come! Ok wished i done the french earlier! Maybe I would remember what exactly to put in it! "
0,1971591078,Sat May 30 07:27:06 PDT 2009,NO_QUERY,davepdotorg,Oh dear. This twitter spy game thing: it's going to turn twitter into Facebook. I thought I'd escaped that crap. 
0,1971714242,Sat May 30 07:44:05 PDT 2009,NO_QUERY,samarudge,Finished photoshopping and now trying to figure out why Facebook won't let me upload it 
0,1972011760,Sat May 30 08:22:31 PDT 2009,NO_QUERY,TinyClanger,@fiafortune Thanks for the Spymaster DM spam. As if Facebook wasn't polluted enough with this stuff 
0,1972058377,Sat May 30 08:28:29 PDT 2009,NO_QUERY,markevaul,Facebook wont let me upload pics from my phone today  #fb
0,1972123005,Sat May 30 08:36:21 PDT 2009,NO_QUERY,uxnhoj123,@sandkatt Facebook never behaves   It's a naughty naughty piggy boy.  But twitter has its own problems.  This wouldn't happen with Skynet.
0,1972916136,Sat May 30 10:07:38 PDT 2009,NO_QUERY,mantooth316,@chewyfally Indeed! Darrell sent the invite on Facebook at the beginning of the month and it was hard to say &quot;no.&quot; 
0,1973015256,Sat May 30 10:18:55 PDT 2009,NO_QUERY,RussellPitt,has accidentally said 'no' to someone adding me as a friend of Facebook. If you know who it was get them to add me again. My Bad. 
0,1973065184,Sat May 30 10:24:56 PDT 2009,NO_QUERY,curdatron,"Sadly back in Facebook  Need to get in contact with someone and its the only way, makes me feel sick"
0,1973136803,Sat May 30 10:33:28 PDT 2009,NO_QUERY,Syce4JustPay,@Curdatron: Sadly back in Facebook  Need to get in contact with someone and its the only way makes me feel sick...Strags make u feel good!
0,1973293917,Sat May 30 10:52:11 PDT 2009,NO_QUERY,vdovault,"@lutlucky I get that Facebook slowdown problem a lot, not when I log in but just doing ordinary stuff there "
0,1973617071,Sat May 30 11:30:08 PDT 2009,NO_QUERY,joeyanne,"@calire excellent, thanks very much for confirmation. It does say second on the Alexa's Facebook page, just shame page won't load. "
0,1973826178,Sat May 30 11:54:38 PDT 2009,NO_QUERY,baldeggie,Facebook-ing LOL then botcha then house chores grrr somebody gotta do it   http://myloc.me/26BM
0,1973869019,Sat May 30 11:59:37 PDT 2009,NO_QUERY,spiderogumi_,"nawwww, ES Common Dreads appreciation group has to be deleted on the Facebookz "
0,1973982184,Sat May 30 12:12:35 PDT 2009,NO_QUERY,bettyflies,"@djwhatt my other coworkers being &quot;Twitter, Myspace &amp; Facebook&quot;. I wrk frm home so u guys r my only social action during the day. SO sad "
0,1974403948,Sat May 30 13:04:05 PDT 2009,NO_QUERY,pattyla16,Apparently something was wrong with my phone.  I also haven't been able to get on Facebook.  Sorry I missed so many calls last night. 
0,1974453653,Sat May 30 13:10:05 PDT 2009,NO_QUERY,brad4711,&quot;Mr. Bill&quot; is apparently too big for Facebook ... picture uploads keep crashing the system.  
0,1974526620,Sat May 30 13:18:49 PDT 2009,NO_QUERY,alisonvroney,My new Facebook profile pic is taking FOREVER 
0,1974669303,Sat May 30 13:36:16 PDT 2009,NO_QUERY,kaylacraig,"@justinelorelle Aw, i'm so jel.  Put pics on Facebook of the new swanky NYC apt!"
0,1975367117,Sat May 30 15:00:33 PDT 2009,NO_QUERY,PaulinaBrown,Facebook isn't working...bad times! 
0,1976080631,Sat May 30 16:32:34 PDT 2009,NO_QUERY,Kate0901,"finished the show at the Phoenix and is in bed hoping someone was going to be on Facebook  Oh well, Derren Brown on Wednesday"
0,1976121991,Sat May 30 16:38:02 PDT 2009,NO_QUERY,Mikaay,"@coooney Rosieee i miss her.  She leaves lovely statuses to her fans on Facebook, and I want her to be on BB every year. "
0,1976390657,Sat May 30 17:13:27 PDT 2009,NO_QUERY,Rosey_bayybii,Just On Facebook And Msn And There Really Boring &gt; Need Something To Do 
0,1976425848,Sat May 30 17:18:09 PDT 2009,NO_QUERY,electricnightx,"never log onto Facebook at 1am when you're desperate for the bathroom &amp; to sleep, 50 people WILL talk to you "
0,1976819631,Sat May 30 19:10:31 PDT 2009,NO_QUERY,fifthand56th,@megandresslar Heyyy! How are you tonight? And I didn't get anything in my inbox on Facebook from you tonight! 
0,1976858815,Sat May 30 19:19:40 PDT 2009,NO_QUERY,f_nadzirah,@DiyanaRazinah Oi mana Facebookmu? I can't find it 
0,1976916181,Sat May 30 19:33:04 PDT 2009,NO_QUERY,ceotty,"ok, Internet, whyfore can't i get Twitter or Facebook or any of the like to load without timing out repeatedly.  not cool."
0,1977274373,Sat May 30 20:33:34 PDT 2009,NO_QUERY,derekmong,"So, Facebook has decided to be really trippy and keep telling me to &quot;Please Try Again!&quot; with uploading these prom pix. "
0,1977420004,Sat May 30 20:56:40 PDT 2009,NO_QUERY,AidanBoleyn,Finally cracked and made one of those &quot;how well do you know me&quot; quizzes on Facebook.  I am so ashamed 
0,1977541562,Sat May 30 21:10:52 PDT 2009,NO_QUERY,mikeisfli,Thanks to all of my Facebook farts who sent me the score disguised as a friendly e-mail 
0,1977871857,Sat May 30 21:54:06 PDT 2009,NO_QUERY,spklsintxusa,So here is what happened. Tammy has convinced me about Twitter. Yay Tammy! I am still not fascinated about Facebook and the white walls 
0,1978023634,Sat May 30 22:15:09 PDT 2009,NO_QUERY,LOR3N,Creating a freinds list of the people that do/don't like bacon on Facebook. I will mute those that don't like bacon. 
0,1979069691,Sun May 31 01:30:51 PDT 2009,NO_QUERY,Adesto,"@beccadaisical I do. It's on Facebook now, but it's really, really blurry. Bad picture. "
